STAID,region,mean_var,id,values,variance_group
01048000,East,7.33,Snow fraction (% of days),31.5786129085781,< 10%
01048000,East,7.33,Aridity (PET/P),0.538434275676843,< 10%
01048000,East,7.33,Average annual daily temperature (C),1.49495880765622,< 10%
01048000,East,7.33,Average annual daily precipitation (mm),3.58784453293513,< 10%
01049000,East,7.33,Snow fraction (% of days),28.1783966461328,< 10%
01049000,East,7.33,Aridity (PET/P),0.621458097088252,< 10%
01049000,East,7.33,Average annual daily temperature (C),1.57374265490946,< 10%
01049000,East,7.33,Average annual daily precipitation (mm),3.0759038329911,< 10%
01049265,East,7.33,Snow fraction (% of days),29.7482941622441,< 10%
01049265,East,7.33,Aridity (PET/P),0.606133328522352,< 10%
01049265,East,7.33,Average annual daily temperature (C),1.46845906245966,< 10%
01049265,East,7.33,Average annual daily precipitation (mm),3.16998239406958,< 10%
01049500,East,7.33,Snow fraction (% of days),26.3495961670089,< 10%
01049500,East,7.33,Aridity (PET/P),0.601444370111814,< 10%
01049500,East,7.33,Average annual daily temperature (C),1.68334555359259,< 10%
01049500,East,7.33,Average annual daily precipitation (mm),3.20147843942505,< 10%
01052500,East,7.33,Snow fraction (% of days),33.3998083504449,< 10%
01052500,East,7.33,Aridity (PET/P),0.542234818292566,< 10%
01052500,East,7.33,Average annual daily temperature (C),1.32805200398591,< 10%
01052500,East,7.33,Average annual daily precipitation (mm),3.54108323066393,< 10%
01053500,East,7.33,Snow fraction (% of days),32.9309240246407,< 10%
01053500,East,7.33,Aridity (PET/P),0.580019021550915,< 10%
01053500,East,7.33,Average annual daily temperature (C),1.35475074473383,< 10%
01053500,East,7.33,Average annual daily precipitation (mm),3.31055667351129,< 10%
01054000,East,7.33,Snow fraction (% of days),32.6444558521561,< 10%
01054000,East,7.33,Aridity (PET/P),0.586562349686106,< 10%
01054000,East,7.33,Average annual daily temperature (C),1.3665805443001,< 10%
01054000,East,7.33,Average annual daily precipitation (mm),3.27422977412731,< 10%
01054200,East,7.33,Snow fraction (% of days),32.5647843942505,< 10%
01054200,East,7.33,Aridity (PET/P),0.492458083688332,< 10%
01054200,East,7.33,Average annual daily temperature (C),1.4066259654508,< 10%
01054200,East,7.33,Average annual daily precipitation (mm),3.90521813826146,< 10%
01054500,East,7.33,Snow fraction (% of days),31.8783778234086,< 10%
01054500,East,7.33,Aridity (PET/P),0.566662166737041,< 10%
01054500,East,7.33,Average annual daily temperature (C),1.39665043482824,< 10%
01054500,East,7.33,Average annual daily precipitation (mm),3.39029856262834,< 10%
01055000,East,7.33,Snow fraction (% of days),33.0753798767967,< 10%
01055000,East,7.33,Aridity (PET/P),0.485337074774912,< 10%
01055000,East,7.33,Average annual daily temperature (C),1.3769491825098,< 10%
01055000,East,7.33,Average annual daily precipitation (mm),3.95933915126626,< 10%
01055500,East,7.33,Snow fraction (% of days),28.4818397720076,< 10%
01055500,East,7.33,Aridity (PET/P),0.560425133010283,< 10%
01055500,East,7.33,Average annual daily temperature (C),1.59335586533381,< 10%
01055500,East,7.33,Average annual daily precipitation (mm),3.4304980208993,< 10%
01057000,East,7.33,Snow fraction (% of days),30.3505749486653,< 10%
01057000,East,7.33,Aridity (PET/P),0.606105855847272,< 10%
01057000,East,7.33,Average annual daily temperature (C),1.53522553809496,< 10%
01057000,East,7.33,Average annual daily precipitation (mm),3.1729022587269,< 10%
01059000,East,7.33,Snow fraction (% of days),30.9983436002738,< 10%
01059000,East,7.33,Aridity (PET/P),0.565509619144765,< 10%
01059000,East,7.33,Average annual daily temperature (C),1.45755295862631,< 10%
01059000,East,7.33,Average annual daily precipitation (mm),3.39878028747433,< 10%
01064500,East,7.33,Snow fraction (% of days),31.88106091718,< 10%
01064500,East,7.33,Aridity (PET/P),0.46961883771162,< 10%
01064500,East,7.33,Average annual daily temperature (C),1.43954776027034,< 10%
01064500,East,7.33,Average annual daily precipitation (mm),4.09495167693361,< 10%
01066000,East,7.33,Snow fraction (% of days),29.725735797399,< 10%
01066000,East,7.33,Aridity (PET/P),0.52448194387677,< 10%
01066000,East,7.33,Average annual daily temperature (C),1.53930579141643,< 10%
01066000,East,7.33,Average annual daily precipitation (mm),3.66649808350445,< 10%
01073000,East,7.33,Snow fraction (% of days),20.8432101300479,< 10%
01073000,East,7.33,Aridity (PET/P),0.60474959004782,< 10%
01073000,East,7.33,Average annual daily temperature (C),1.76819737899042,< 10%
01073000,East,7.33,Average annual daily precipitation (mm),3.18023709787817,< 10%
01073500,East,7.33,Snow fraction (% of days),22.0318822724162,< 10%
01073500,East,7.33,Aridity (PET/P),0.60255183450806,< 10%
01073500,East,7.33,Average annual daily temperature (C),1.78621820071107,< 10%
01073500,East,7.33,Average annual daily precipitation (mm),3.19225489390828,< 10%
01076500,East,7.33,Snow fraction (% of days),30.4844147843943,< 10%
01076500,East,7.33,Aridity (PET/P),0.51220070433009,< 10%
01076500,East,7.33,Average annual daily temperature (C),1.46699445130781,< 10%
01076500,East,7.33,Average annual daily precipitation (mm),3.7528954825462,< 10%
01078000,East,7.33,Snow fraction (% of days),26.8196851471595,< 10%
01078000,East,7.33,Aridity (PET/P),0.591622165457708,< 10%
01078000,East,7.33,Average annual daily temperature (C),1.60204417984175,< 10%
01078000,East,7.33,Average annual daily precipitation (mm),3.24956324435318,< 10%
01081000,East,7.33,Snow fraction (% of days),25.6298425735797,< 10%
01081000,East,7.33,Aridity (PET/P),0.607668879847829,< 10%
01081000,East,7.33,Average annual daily temperature (C),1.6771618468031,< 10%
01081000,East,7.33,Average annual daily precipitation (mm),3.16342354551677,< 10%
01089100,East,7.33,Snow fraction (% of days),25.5502566735113,< 10%
01089100,East,7.33,Aridity (PET/P),0.601507841434628,< 10%
01089100,East,7.33,Average annual daily temperature (C),1.70774755577481,< 10%
01089100,East,7.33,Average annual daily precipitation (mm),3.23388295687885,< 10%
01092000,East,7.33,Snow fraction (% of days),26.836598220397,< 10%
01092000,East,7.33,Aridity (PET/P),0.569737557835301,< 10%
01092000,East,7.33,Average annual daily temperature (C),1.6293595426796,< 10%
01092000,East,7.33,Average annual daily precipitation (mm),3.37449363449692,< 10%
01094400,East,7.33,Snow fraction (% of days),25.5437577002053,< 10%
01094400,East,7.33,Aridity (PET/P),0.569670813283972,< 10%
01094400,East,7.33,Average annual daily temperature (C),1.70186527637817,< 10%
01094400,East,7.33,Average annual daily precipitation (mm),3.37646728268309,< 10%
01094500,East,7.33,Snow fraction (% of days),24.6056947296372,< 10%
01094500,East,7.33,Aridity (PET/P),0.577473842593283,< 10%
01094500,East,7.33,Average annual daily temperature (C),1.74306347625533,< 10%
01094500,East,7.33,Average annual daily precipitation (mm),3.33090438056126,< 10%
01096000,East,7.33,Snow fraction (% of days),24.0811019849418,< 10%
01096000,East,7.33,Aridity (PET/P),0.578301794441837,< 10%
01096000,East,7.33,Average annual daily temperature (C),1.7640621173556,< 10%
01096000,East,7.33,Average annual daily precipitation (mm),3.32647118412047,< 10%
01096500,East,7.33,Snow fraction (% of days),22.8669130732375,< 10%
01096500,East,7.33,Aridity (PET/P),0.580334146153688,< 10%
01096500,East,7.33,Average annual daily temperature (C),1.79925463539595,< 10%
01096500,East,7.33,Average annual daily precipitation (mm),3.31470485968515,< 10%
01097000,East,7.33,Snow fraction (% of days),19.1011772758385,< 10%
01097000,East,7.33,Aridity (PET/P),0.58154408663933,< 10%
01097000,East,7.33,Average annual daily temperature (C),1.87191069940282,< 10%
01097000,East,7.33,Average annual daily precipitation (mm),3.30772778918549,< 10%
01098530,East,7.33,Snow fraction (% of days),17.9496851471595,< 10%
01098530,East,7.33,Aridity (PET/P),0.577188643577757,< 10%
01098530,East,7.33,Average annual daily temperature (C),1.87319581058233,< 10%
01098530,East,7.33,Average annual daily precipitation (mm),3.33146002737851,< 10%
01099500,East,7.33,Snow fraction (% of days),19.2149349760438,< 10%
01099500,East,7.33,Aridity (PET/P),0.579844906006561,< 10%
01099500,East,7.33,Average annual daily temperature (C),1.87482230720616,< 10%
01099500,East,7.33,Average annual daily precipitation (mm),3.31653093771389,< 10%
01100000,East,7.33,Snow fraction (% of days),25.7428131416838,< 10%
01100000,East,7.33,Aridity (PET/P),0.57490479469523,< 10%
01100000,East,7.33,Average annual daily temperature (C),1.68790896805419,< 10%
01100000,East,7.33,Average annual daily precipitation (mm),3.34461498973306,< 10%
01101500,East,7.33,Snow fraction (% of days),16.4387679671458,< 10%
01101500,East,7.33,Aridity (PET/P),0.575098309141801,< 10%
01101500,East,7.33,Average annual daily temperature (C),1.88706148442672,< 10%
01101500,East,7.33,Average annual daily precipitation (mm),3.34408829568789,< 10%
01102000,East,7.33,Snow fraction (% of days),15.9733059548255,< 10%
01102000,East,7.33,Aridity (PET/P),0.576382505500885,< 10%
01102000,East,7.33,Average annual daily temperature (C),1.88243136160291,< 10%
01102000,East,7.33,Average annual daily precipitation (mm),3.33719247091034,< 10%
01103500,East,7.33,Snow fraction (% of days),16.0564476386037,< 10%
01103500,East,7.33,Aridity (PET/P),0.566618763313679,< 10%
01103500,East,7.33,Average annual daily temperature (C),1.8860835610425,< 10%
01103500,East,7.33,Average annual daily precipitation (mm),3.39522450376455,< 10%
01104200,East,7.33,Snow fraction (% of days),16.0783162217659,< 10%
01104200,East,7.33,Aridity (PET/P),0.56689176136048,< 10%
01104200,East,7.33,Average annual daily temperature (C),1.88938510551079,< 10%
01104200,East,7.33,Average annual daily precipitation (mm),3.39345886379192,< 10%
01104500,East,7.33,Snow fraction (% of days),16.2531416837782,< 10%
01104500,East,7.33,Aridity (PET/P),0.569086184075018,< 10%
01104500,East,7.33,Average annual daily temperature (C),1.88962218783512,< 10%
01104500,East,7.33,Average annual daily precipitation (mm),3.38031334702259,< 10%
01105000,East,7.33,Snow fraction (% of days),15.3646269678303,< 10%
01105000,East,7.33,Aridity (PET/P),0.563463150024857,< 10%
01105000,East,7.33,Average annual daily temperature (C),1.90243949701127,< 10%
01105000,East,7.33,Average annual daily precipitation (mm),3.41467227926078,< 10%
01105500,East,7.33,Snow fraction (% of days),14.8687885010267,< 10%
01105500,East,7.33,Aridity (PET/P),0.554123359136533,< 10%
01105500,East,7.33,Average annual daily temperature (C),1.90614393205783,< 10%
01105500,East,7.33,Average annual daily precipitation (mm),3.47066112251882,< 10%
01105600,East,7.33,Snow fraction (% of days),13.406180698152,< 10%
01105600,East,7.33,Aridity (PET/P),0.547021163900672,< 10%
01105600,East,7.33,Average annual daily temperature (C),1.94926706834929,< 10%
01105600,East,7.33,Average annual daily precipitation (mm),3.5133523613963,< 10%
01105730,East,7.33,Snow fraction (% of days),13.5633812457221,< 10%
01105730,East,7.33,Aridity (PET/P),0.545979630326929,< 10%
01105730,East,7.33,Average annual daily temperature (C),1.93628305797882,< 10%
01105730,East,7.33,Average annual daily precipitation (mm),3.52027289527721,< 10%
01105870,East,7.33,Snow fraction (% of days),14.0364339493498,< 10%
01105870,East,7.33,Aridity (PET/P),0.528017641173516,< 10%
01105870,East,7.33,Average annual daily temperature (C),1.90883973800211,< 10%
01105870,East,7.33,Average annual daily precipitation (mm),3.64263449691992,< 10%
01109000,East,7.33,Snow fraction (% of days),14.841279945243,< 10%
01109000,East,7.33,Aridity (PET/P),0.557273624167366,< 10%
01109000,East,7.33,Average annual daily temperature (C),1.90564646606897,< 10%
01109000,East,7.33,Average annual daily precipitation (mm),3.45056317590691,< 10%
01109060,East,7.33,Snow fraction (% of days),14.9094045174538,< 10%
01109060,East,7.33,Aridity (PET/P),0.556386752024537,< 10%
01109060,East,7.33,Average annual daily temperature (C),1.90743407162544,< 10%
01109060,East,7.33,Average annual daily precipitation (mm),3.45539411362081,< 10%
01109403,East,7.33,Snow fraction (% of days),13.7122393107336,< 10%
01109403,East,7.33,Aridity (PET/P),0.558853244394209,< 10%
01109403,East,7.33,Average annual daily temperature (C),1.94626192528405,< 10%
01109403,East,7.33,Average annual daily precipitation (mm),3.47523858603752,< 10%
01110000,East,7.33,Snow fraction (% of days),19.9666735112936,< 10%
01110000,East,7.33,Aridity (PET/P),0.583579251066473,< 10%
01110000,East,7.33,Average annual daily temperature (C),1.83916603771994,< 10%
01110000,East,7.33,Average annual daily precipitation (mm),3.29781232032854,< 10%
01111500,East,7.33,Snow fraction (% of days),17.5080629705681,< 10%
01111500,East,7.33,Aridity (PET/P),0.546664233250259,< 10%
01111500,East,7.33,Average annual daily temperature (C),1.85037446471597,< 10%
01111500,East,7.33,Average annual daily precipitation (mm),3.51988726899384,< 10%
01112500,East,7.33,Snow fraction (% of days),19.1913004791239,< 10%
01112500,East,7.33,Aridity (PET/P),0.561352124814552,< 10%
01112500,East,7.33,Average annual daily temperature (C),1.84350401968404,< 10%
01112500,East,7.33,Average annual daily precipitation (mm),3.42702156057495,< 10%
01114500,East,7.33,Snow fraction (% of days),15.5990554414784,< 10%
01114500,East,7.33,Aridity (PET/P),0.545998921636066,< 10%
01114500,East,7.33,Average annual daily temperature (C),1.88785048167715,< 10%
01114500,East,7.33,Average annual daily precipitation (mm),3.52522334017796,< 10%
01116000,East,7.33,Snow fraction (% of days),15.0648528405202,< 10%
01116000,East,7.33,Aridity (PET/P),0.53810594786671,< 10%
01116000,East,7.33,Average annual daily temperature (C),1.87625816396278,< 10%
01116000,East,7.33,Average annual daily precipitation (mm),3.57691629021218,< 10%
01116500,East,7.33,Snow fraction (% of days),15.3754140999316,< 10%
01116500,East,7.33,Aridity (PET/P),0.539082522456012,< 10%
01116500,East,7.33,Average annual daily temperature (C),1.88197346196172,< 10%
01116500,East,7.33,Average annual daily precipitation (mm),3.57073155373032,< 10%
01117000,East,7.33,Snow fraction (% of days),12.2547227926078,< 10%
01117000,East,7.33,Aridity (PET/P),0.546594191943715,< 10%
01117000,East,7.33,Average annual daily temperature (C),1.9291891243047,< 10%
01117000,East,7.33,Average annual daily precipitation (mm),3.52229247091034,< 10%
01117350,East,7.33,Snow fraction (% of days),12.0616632443532,< 10%
01117350,East,7.33,Aridity (PET/P),0.532208372836363,< 10%
01117350,East,7.33,Average annual daily temperature (C),1.87644104452474,< 10%
01117350,East,7.33,Average annual daily precipitation (mm),3.61692778918549,< 10%
01117420,East,7.33,Snow fraction (% of days),13.8427926078029,< 10%
01117420,East,7.33,Aridity (PET/P),0.534209331418407,< 10%
01117420,East,7.33,Average annual daily temperature (C),1.86451362680433,< 10%
01117420,East,7.33,Average annual daily precipitation (mm),3.60315071868583,< 10%
01117468,East,7.33,Snow fraction (% of days),14.1238124572211,< 10%
01117468,East,7.33,Aridity (PET/P),0.536680629263366,< 10%
01117468,East,7.33,Average annual daily temperature (C),1.85380325421957,< 10%
01117468,East,7.33,Average annual daily precipitation (mm),3.5858279945243,< 10%
01117500,East,7.33,Snow fraction (% of days),12.9249760438056,< 10%
01117500,East,7.33,Aridity (PET/P),0.537838748226109,< 10%
01117500,East,7.33,Average annual daily temperature (C),1.87132833998822,< 10%
01117500,East,7.33,Average annual daily precipitation (mm),3.57875195071869,< 10%
01117800,East,7.33,Snow fraction (% of days),14.6789361399516,< 10%
01117800,East,7.33,Aridity (PET/P),0.548302632810106,< 10%
01117800,East,7.33,Average annual daily temperature (C),1.87134596615302,< 10%
01117800,East,7.33,Average annual daily precipitation (mm),3.51318169534917,< 10%
01118000,East,7.33,Snow fraction (% of days),14.107227926078,< 10%
01118000,East,7.33,Aridity (PET/P),0.547473371014379,< 10%
01118000,East,7.33,Average annual daily temperature (C),1.87393991288912,< 10%
01118000,East,7.33,Average annual daily precipitation (mm),3.51454715947981,< 10%
01118500,East,7.33,Snow fraction (% of days),13.1153524982888,< 10%
01118500,East,7.33,Aridity (PET/P),0.549405575011516,< 10%
01118500,East,7.33,Average annual daily temperature (C),1.87904358514159,< 10%
01118500,East,7.33,Average annual daily precipitation (mm),3.50215995893224,< 10%
01119500,East,7.33,Snow fraction (% of days),19.7916221765914,< 10%
01119500,East,7.33,Aridity (PET/P),0.557840935491422,< 10%
01119500,East,7.33,Average annual daily temperature (C),1.78541558204393,< 10%
01119500,East,7.33,Average annual daily precipitation (mm),3.44848001368925,< 10%
01121000,East,7.33,Snow fraction (% of days),19.0317727583847,< 10%
01121000,East,7.33,Aridity (PET/P),0.569632080611517,< 10%
01121000,East,7.33,Average annual daily temperature (C),1.79764282309708,< 10%
01121000,East,7.33,Average annual daily precipitation (mm),3.3771074606434,< 10%
01122000,East,7.33,Snow fraction (% of days),19.2394001307617,< 10%
01122000,East,7.33,Aridity (PET/P),0.563060738591639,< 10%
01122000,East,7.33,Average annual daily temperature (C),1.81177154094056,< 10%
01122000,East,7.33,Average annual daily precipitation (mm),3.43166819221968,< 10%
01122500,East,7.33,Snow fraction (% of days),18.9090554414784,< 10%
01122500,East,7.33,Aridity (PET/P),0.560318108913864,< 10%
01122500,East,7.33,Average annual daily temperature (C),1.80406565988341,< 10%
01122500,East,7.33,Average annual daily precipitation (mm),3.43260752908966,< 10%
01123000,East,7.33,Snow fraction (% of days),17.2450924024641,< 10%
01123000,East,7.33,Aridity (PET/P),0.555479623383408,< 10%
01123000,East,7.33,Average annual daily temperature (C),1.82363531715078,< 10%
01123000,East,7.33,Average annual daily precipitation (mm),3.46275126625599,< 10%
01124000,East,7.33,Snow fraction (% of days),21.6015400410678,< 10%
01124000,East,7.33,Aridity (PET/P),0.55909093765198,< 10%
01124000,East,7.33,Average annual daily temperature (C),1.78389378825507,< 10%
01124000,East,7.33,Average annual daily precipitation (mm),3.44150130047912,< 10%
01124151,East,7.33,Snow fraction (% of days),21.5757475676158,< 10%
01124151,East,7.33,Aridity (PET/P),0.559356728340255,< 10%
01124151,East,7.33,Average annual daily temperature (C),1.79321001958567,< 10%
01124151,East,7.33,Average annual daily precipitation (mm),3.42932616263501,< 10%
01127000,East,7.33,Snow fraction (% of days),18.7517522245038,< 10%
01127000,East,7.33,Aridity (PET/P),0.555932595432159,< 10%
01127000,East,7.33,Average annual daily temperature (C),1.8228332591715,< 10%
01127000,East,7.33,Average annual daily precipitation (mm),3.46117796030116,< 10%
01127500,East,7.33,Snow fraction (% of days),16.6150376454483,< 10%
01127500,East,7.33,Aridity (PET/P),0.541251855114583,< 10%
01127500,East,7.33,Average annual daily temperature (C),1.87535728362476,< 10%
01127500,East,7.33,Average annual daily precipitation (mm),3.55219794661191,< 10%
01129200,East,7.33,Snow fraction (% of days),33.6637987679671,< 10%
01129200,East,7.33,Aridity (PET/P),0.530822189238766,< 10%
01129200,East,7.33,Average annual daily temperature (C),1.35810684064481,< 10%
01129200,East,7.33,Average annual daily precipitation (mm),3.61464640657084,< 10%
01130000,East,7.33,Snow fraction (% of days),32.2105333001576,< 10%
01130000,East,7.33,Aridity (PET/P),0.556517220013914,< 10%
01130000,East,7.33,Average annual daily temperature (C),1.40174946462664,< 10%
01130000,East,7.33,Average annual daily precipitation (mm),3.39015227668574,< 10%
01134500,East,7.33,Snow fraction (% of days),29.6448528405202,< 10%
01134500,East,7.33,Aridity (PET/P),0.560070349282591,< 10%
01134500,East,7.33,Average annual daily temperature (C),1.43602675672903,< 10%
01134500,East,7.33,Average annual daily precipitation (mm),3.42667912388775,< 10%
01135300,East,7.33,Snow fraction (% of days),29.6955648841029,< 10%
01135300,East,7.33,Aridity (PET/P),0.63616921998674,< 10%
01135300,East,7.33,Average annual daily temperature (C),1.50142704713248,< 10%
01135300,East,7.33,Average annual daily precipitation (mm),3.0650987406461,< 10%
01135500,East,7.33,Snow fraction (% of days),29.2777549623546,< 10%
01135500,East,7.33,Aridity (PET/P),0.609179141927057,< 10%
01135500,East,7.33,Average annual daily temperature (C),1.46922427992041,< 10%
01135500,East,7.33,Average annual daily precipitation (mm),3.14976988364134,< 10%
01137500,East,7.33,Snow fraction (% of days),31.7936071184121,< 10%
01137500,East,7.33,Aridity (PET/P),0.444503431131464,< 10%
01137500,East,7.33,Average annual daily temperature (C),1.35513293558602,< 10%
01137500,East,7.33,Average annual daily precipitation (mm),4.3230582477755,< 10%
01139000,East,7.33,Snow fraction (% of days),28.1847638603696,< 10%
01139000,East,7.33,Aridity (PET/P),0.639498153917344,< 10%
01139000,East,7.33,Average annual daily temperature (C),1.50559206360584,< 10%
01139000,East,7.33,Average annual daily precipitation (mm),3.00283504449008,< 10%
01139800,East,7.33,Snow fraction (% of days),28.9535865845311,< 10%
01139800,East,7.33,Aridity (PET/P),0.600922021305265,< 10%
01139800,East,7.33,Average annual daily temperature (C),1.44436206062156,< 10%
01139800,East,7.33,Average annual daily precipitation (mm),3.19515763175907,< 10%
01142500,East,7.33,Snow fraction (% of days),31.2230184804928,< 10%
01142500,East,7.33,Aridity (PET/P),0.627112495278023,< 10%
01142500,East,7.33,Average annual daily temperature (C),1.50103553237471,< 10%
01142500,East,7.33,Average annual daily precipitation (mm),3.0632629705681,< 10%
01144000,East,7.33,Snow fraction (% of days),29.9164202600958,< 10%
01144000,East,7.33,Aridity (PET/P),0.594606911347898,< 10%
01144000,East,7.33,Average annual daily temperature (C),1.49404180909909,< 10%
01144000,East,7.33,Average annual daily precipitation (mm),3.22954188911704,< 10%
01150900,East,7.33,Snow fraction (% of days),29.9321493409109,< 10%
01150900,East,7.33,Aridity (PET/P),0.509676390456692,< 10%
01150900,East,7.33,Average annual daily temperature (C),1.47636917051214,< 10%
01150900,East,7.33,Average annual daily precipitation (mm),3.69648843634067,< 10%
01151500,East,7.33,Snow fraction (% of days),28.4104585900068,< 10%
01151500,East,7.33,Aridity (PET/P),0.582361811478507,< 10%
01151500,East,7.33,Average annual daily temperature (C),1.54240844198769,< 10%
01151500,East,7.33,Average annual daily precipitation (mm),3.29771752224504,< 10%
01152500,East,7.33,Snow fraction (% of days),25.3412662559891,< 10%
01152500,East,7.33,Aridity (PET/P),0.619210780224814,< 10%
01152500,East,7.33,Average annual daily temperature (C),1.6436473483278,< 10%
01152500,East,7.33,Average annual daily precipitation (mm),3.10450082135524,< 10%
01153550,East,7.33,Snow fraction (% of days),28.367203478541,< 10%
01153550,East,7.33,Aridity (PET/P),0.580247949044172,< 10%
01153550,East,7.33,Average annual daily temperature (C),1.60397441468629,< 10%
01153550,East,7.33,Average annual daily precipitation (mm),3.33023617038409,< 10%
01154500,East,7.33,Snow fraction (% of days),29.2234360027379,< 10%
01154500,East,7.33,Aridity (PET/P),0.601655646252864,< 10%
01154500,East,7.33,Average annual daily temperature (C),1.49992484796355,< 10%
01154500,East,7.33,Average annual daily precipitation (mm),3.1915074606434,< 10%
01155500,East,7.33,Snow fraction (% of days),31.5979241582216,< 10%
01155500,East,7.33,Aridity (PET/P),0.508819001726144,< 10%
01155500,East,7.33,Average annual daily temperature (C),1.47956395586771,< 10%
01155500,East,7.33,Average annual daily precipitation (mm),3.8140727361883,< 10%
01158000,East,7.33,Snow fraction (% of days),26.140650539392,< 10%
01158000,East,7.33,Aridity (PET/P),0.57600198850773,< 10%
01158000,East,7.33,Average annual daily temperature (C),1.66892481091131,< 10%
01158000,East,7.33,Average annual daily precipitation (mm),3.38305794377248,< 10%
01161000,East,7.33,Snow fraction (% of days),25.1889733059548,< 10%
01161000,East,7.33,Aridity (PET/P),0.584392890734615,< 10%
01161000,East,7.33,Average annual daily temperature (C),1.68706306754536,< 10%
01161000,East,7.33,Average annual daily precipitation (mm),3.29018254620123,< 10%
01162000,East,7.33,Snow fraction (% of days),26.5353593429158,< 10%
01162000,East,7.33,Aridity (PET/P),0.5724645219033,< 10%
01162000,East,7.33,Average annual daily temperature (C),1.64999636696008,< 10%
01162000,East,7.33,Average annual daily precipitation (mm),3.35860198494182,< 10%
01162500,East,7.33,Snow fraction (% of days),25.9841273100616,< 10%
01162500,East,7.33,Aridity (PET/P),0.570263192107898,< 10%
01162500,East,7.33,Average annual daily temperature (C),1.66512406764796,< 10%
01162500,East,7.33,Average annual daily precipitation (mm),3.37114209445585,< 10%
01163200,East,7.33,Snow fraction (% of days),26.2568514715948,< 10%
01163200,East,7.33,Aridity (PET/P),0.58655245431704,< 10%
01163200,East,7.33,Average annual daily temperature (C),1.6503395371608,< 10%
01163200,East,7.33,Average annual daily precipitation (mm),3.27844736481862,< 10%
01166500,East,7.33,Snow fraction (% of days),25.5884052019165,< 10%
01166500,East,7.33,Aridity (PET/P),0.579822181969354,< 10%
